time,yaw,accelerationX,accelerationY,accelerationZ
source
67.511,91.3125,-3.06,0.31,-0.84
67.543,101.25,-10.73,5.57,3.8
67.575,115.1875,-12.64,-1.83,-2.64
67.607,125.1875,-9.98,-1.9,-0.77
67.639,134.625,-4.9,-5.64,0.45
67.671,143.3125,-3.84,0.18,-0.2
67.703,150.25,-4.85,-2.31,0.49
67.755,156.3125,-1.09,-2.35,1.9
67.788,156.875,-0.26,-4.4,1.29
67.82,157.0625,0.01,-3.97,2.73
67.852,157.1875,-0.08,-4.01,2.21
67.904,157.3125,-0.21,-3.1,2.58
67.936,157.5625,-0.18,-4.32,-0.32
67.968,157.375,-1.32,-3.32,-0.75
68.001,157.1875,-0.22,-4.74,-1.47
68.033,157.125,-0.88,-1.8,3.58
68.085,157,-0.72,0.19,0.71
68.117,156.9375,-1.17,4,-2.55
68.149,156.75,0,4.37,-1.54
68.182,156.625,-0.37,3,-1.47
68.214,156.4375,-0.56,4.04,-1.34
68.307,159.625,-8.44,-1.1,2.3
68.339,163.375,-0.82,1.83,1.68
68.371,168.6875,-7.5,1.95,0.24
68.403,175.125,-7.48,-0.17,-0.18
68.455,182.375,-8.98,-1.17,-0.55
68.487,197.375,-4.16,-7.18,-2.78
68.519,204.9375,-3.83,-6.12,-5.39
68.552,212.9375,-5,-7.38,-1.75
68.584,221.1875,-3.48,5.53,-2.6
68.636,238.0625,-3.02,0.1,6.06
68.668,245.6875,-2.48,-1.34,5.55
68.7,252.875,-5.73,2.4,-5.54
68.732,258.9375,-0.98,-12.97,-8.65
68.764,263.8125,-4.87,0.21,0.54
68.816,270.125,-4.94,-2.18,2.15
68.848,272.3125,-3.99,-1.92,-3.25
68.88,274.5,-3.77,-1.94,1.07
68.912,276.75,-4.41,-0.55,-1.19
68.944,279.125,-4.2,-4.29,-1.91
68.996,283.875,-4.33,-4.92,-1.24
69.028,286.25,-3.1,-2.85,-0.8
69.06,288.8125,-3.83,-3.61,-2.79
69.092,291.4375,2.58,-4.82,-1.05
69.124,294,5.26,-5.33,-3.58
69.197,301.1875,-1.65,-2.13,-0.37
69.229,303.875,1.16,-5.58,-1.55
69.261,306.6875,-1.27,1.9,0.89
69.293,309.5625,0.17,-1.19,2.98
69.325,312.25,-3.77,-1.42,-0.18
69.357,316.25,-9.17,1.97,-0.43
69.389,319,-6.51,-1.6,-1.41
69.421,321.625,-2.53,-1.32,-1.57
69.453,324.375,1.35,-0.93,-0.29
69.485,327.1875,-3.82,3.9,1.57
69.537,332.8125,-4.45,0.07,-0.15
69.569,335.5,-3.69,-1.15,-0.45
69.601,338.25,-5.56,-2.03,-1.1
69.633,341,-6.19,1.28,3.05
69.665,343.8125,-5.86,0.56,0.18
69.697,347.5,-5.4,4.04,4.64
69.729,350.3125,-4.28,-0.36,0.71
69.761,353,-2.78,-1.52,0.45
69.793,355.3125,0.66,-2.63,-5.12
69.825,355.9375,-0.74,-2.63,-3.53
69.857,355.125,3.79,-0.79,-2.63
69.889,352.9375,2.32,0.95,0.82
69.921,351.0625,1.9,0.17,0.39
69.953,349.3125,1.61,1.06,2.96
69.985,347.5,2.86,0.59,-0.83
70.017,345.75,3.67,0.09,-1.75
70.048,343.375,4.61,0.57,-0.52
70.08,341.5625,6.14,0.99,-2.71
70.113,339.875,4.78,1.94,3.45
70.145,338.1875,4.71,0.22,2.14
70.177,336.375,4.21,0.29,-0.77
70.209,334.25,3.72,0.24,2.7
70.241,332.375,4.24,-0.29,-1.76
70.273,330.5625,1.26,-0.81,-1.34
70.305,328.8125,0.18,-0.67,2.21
70.337,326.8125,-4.53,-0.3,1.03
70.369,324.3125,6.05,4.63,4.29
70.401,322.5625,1.84,-0.28,4.69
70.433,320.875,9.43,-0.08,-5.56
70.465,319.0625,0.11,3.37,2.14
70.497,317.25,2.41,-1.05,0.44
70.529,314.9375,3.27,4.19,5.98
70.561,313.25,0.18,0,-1.93
70.593,311.375,1.01,-0.69,-0.97
70.625,309.5625,5.98,-0.68,-2.85
70.657,307.75,4.72,-0.59,1.82
70.689,305,2.32,0.11,-0.83
70.721,303.25,0.91,-0.53,1.33
70.753,301.5625,4.05,-1.9,-3.7
70.785,299.875,11.19,-1.47,-2.57
70.817,298,5.35,-1.29,2.82
70.869,294.625,8.41,-2.59,-4.23
70.901,293.0625,1.82,4.15,4.06
70.934,292.8125,0.69,-0.24,4.08
70.966,292.875,2.34,-1.2,-3.13
70.998,293.25,1.9,-0.25,2.84
71.07,293.375,1.31,-1.43,-4.25
71.102,293.375,0.34,1.37,5.38
71.134,293.3125,0.77,-1.3,-4.05
71.166,293.25,1.73,-1.53,-4.26
71.198,293.1875,0.85,-0.09,4.47
71.25,293.1875,0.62,-0.9,3.54
71.282,293.1875,1.25,-1.1,-5.33
71.314,293,7.49,7.05,-2.24
71.347,287.9375,5.67,7.81,3.36
71.379,280.9375,7.97,6.25,1.35
71.411,273.25,8.1,-0.01,-4.36
71.442,268.6875,8.75,3.68,3.83
71.474,264.4375,13.15,-3.45,-6.05
71.506,259.75,13.86,0.1,-5.05
71.539,254.75,10.42,1.24,2.81
71.591,244.4375,9.83,-1.62,-4.49
71.623,239.5,9.49,1.81,3.67
71.655,234.6875,6.63,1.16,2.07
71.687,230,9.13,0.08,-3.73
71.719,225.3125,8.73,1.76,2.04
71.791,220.4375,3.43,-1.07,0.16
71.823,207.8125,7.67,-2.07,-6.13
71.855,203.0625,5.59,0.89,3.79
71.887,198.4375,6.86,1.24,2.98
71.919,193.625,2.95,2.54,5.79
71.951,187.4375,4.98,-2.75,-1.75
71.983,183.9375,2.52,-2.18,5.2
72.015,182.0625,1.77,-2.93,0.05
72.047,181.3125,1.17,-4,-1.67
72.079,181,0.27,-2.25,1.36
72.111,180.75,0.71,-4.4,-3.31
72.143,180.6875,0.08,-3.96,-2.73
72.175,180.625,0.52,-0.95,2.85
72.208,180.5625,-0.9,-1.94,-1.74
72.24,180.5,-0.15,-1.37,1.46
72.292,180.375,-1.95,-3.58,-2.39
72.324,180.6875,-0.39,-2.01,2.06
72.356,180.6875,-0.79,-3.59,-1.52
72.388,180.6875,0.65,-1.12,2.77
72.42,180.6875,-1.33,-3.39,-3.81
72.492,180.6875,-1.42,-3.14,3.76
72.525,180.75,0.79,-1.64,-2.41
72.557,180.6875,0.5,-0.47,1.64
72.589,180.6875,-0.08,-1.59,-2.26
72.621,180.75,-0.97,6.97,5.71
72.653,180.625,-1.81,8.67,5.9
72.685,180.5,-3.16,4.98,-4.46
72.717,180.4375,1.43,3.08,-2.33
72.749,180.4375,0.6,0.15,-1.34
72.781,180.5,0.1,-3.5,0.96
72.853,180.875,11.07,2.81,-3.29
72.885,178.1875,3.44,5.7,2.68
72.917,172.375,7.11,5.02,2.62
72.949,165.625,9.56,-0.01,-4.15
72.981,158.875,8.62,-0.09,-2.28
73.053,142.125,3.32,-3.23,-4.83
73.086,136.5,7.77,-1.13,-4.8
73.118,131.3125,3.96,-3.76,-2.32
73.149,126.375,4.03,0.45,1.54
73.181,121.5625,6.47,2.18,3.78
73.254,108.125,8.61,2.03,4.33
73.286,103.0625,7.25,-0.49,-2.29
73.318,98,5.85,-0.63,-5.1
73.35,93.3125,6.91,0.64,-4.36
73.382,89,7.37,-2.6,-7.62
73.454,77.625,7.42,0.13,-7.25
73.486,73.4375,8.82,-0.93,-5.54
73.518,69.0625,5.64,0.98,1.7
73.55,64.6875,5.7,3.91,6.94
73.583,60.5625,8.01,3.41,5.05
73.615,55.125,9.5,-0.28,-6.47
73.646,50.9375,-4.16,-6.85,-6.1
73.678,46.8125,8.06,1.82,-1.8
73.711,42.625,5.17,4.22,3.7
73.743,38.875,3.02,0.62,0.91
73.795,31.875,4.57,-0.14,-2.97
73.827,28.0625,5.63,-1.26,-7.5
73.859,24.25,6.37,-0.62,-3.09
73.891,20.375,7.19,2.72,3.68
73.923,16.5625,8.58,2.17,1.16
73.975,8.375,6.85,-0.19,-5.02
74.007,4.375,11.56,-2.41,-7.81
74.039,1.375,4.89,1.92,-0.49
74.071,358.875,5.53,4.73,-0.31
74.103,356.75,-0.08,-1.18,1.72
74.156,352.1875,1.8,0.15,-0.25
74.188,349.8125,0.21,-2.55,2.39
74.22,347.9375,-0.23,-1.51,1.01
74.252,347.0625,1.67,-1.69,-3.89
74.284,346.8125,0.51,-1.86,3.25
74.316,346.6875,0.94,-1.2,-2.48
74.348,346.5,-0.16,0.1,4.8
74.38,346.375,0.54,-1.4,-4.57
74.412,346.4375,1.79,-1.21,-5.79
74.444,346.6875,-1.92,0.62,6.22
74.516,346.75,0.51,1.12,6
74.548,346.6875,-3.2,-0.57,-5.96
74.58,347.125,-5.08,3.16,6.23
74.612,349.3125,-6.18,4.6,-2.97
74.644,353.5,-8.71,3.91,4.04
74.696,2.0625,-3.59,-2.49,-3.78
74.728,6.125,-7.13,2.31,4.69
74.76,9.9375,-6.76,1.29,-1.92
74.792,13.625,-7.64,2.65,1.23
74.824,17.3125,-8.91,4.02,2.85
74.897,27.1875,-7.17,-3.04,-1.65
74.929,30.875,-4.09,-0.49,-3.8
74.961,34.6875,-5.56,0.19,2.38
74.993,38.5,-6.85,-0.39,-0.94
75.025,42.625,-6.39,-3.06,-3.14
75.057,46.8125,-5.26,5.64,4.92
75.089,50.5,-7.84,3.53,1.95
75.121,54.1875,-8.8,2.08,-2.51
75.153,57.8125,-4.76,-1.77,-3.14
75.185,61.25,-3.94,2.3,3.31
75.217,65.8125,3.5,4.24,2.16
75.249,69.3125,-8.64,-2.95,-0.67
75.281,72.9375,-6.69,-0.99,2
75.313,76.3125,-3.42,1.21,0.58
75.345,79.5,-8.84,0.55,2.47
75.397,86.3125,-6.55,-0.65,-3.52
75.43,89.6875,-6.1,-1.19,-3.35
75.482,95.1875,-2.94,1.73,-0.78
75.514,98.4375,-7.26,2.57,3.62
75.546,101.6875,-7.24,1.82,2.21
75.578,105.4375,-5.23,1.78,-1.05
75.61,106.8125,-0.53,-4.31,-1.49
75.642,107.25,-1.09,-2.65,-0.86
75.674,107.375,-0.71,-1.3,3.09
75.706,107.5,-1.83,-3,-0.16
75.738,107.6875,-0.47,-0.62,1.04
75.77,107.5,-1.7,-1.6,-0.14
75.802,107.25,-1.74,-1.91,0.87
75.834,107.0625,-0.06,2.07,-3.27
75.867,107,-1.18,2.56,0.37
75.899,106.9375,-1.21,1.3,-1.85
75.931,106.3125,3.61,4.38,-5.19
75.962,104.1875,5.48,-4.61,-6.75
75.994,100.5,7.82,-0.4,-4.07
76.027,96.125,9.4,4.44,2.68
76.059,89.5,7.28,-0.89,-7.11
76.091,83.6875,11.26,-1.83,-5.94
76.123,76.8125,10.28,4.29,2.58
76.155,69.375,5.51,7.06,6.49
76.187,62,10.61,7.68,6.03
76.219,52.1875,8.04,1.67,-4.12
76.251,45.375,-1.49,-1.46,-4.09
76.283,38.5625,-3.41,4.18,1.66
76.315,31.75,10.05,0.23,-4.98
76.347,24.9375,8.23,2.7,-1.79
76.399,12,7.64,1.28,-3.35
76.431,6.5,4.6,1.61,5.12
76.463,2.9375,0.3,-2.04,-2.5
76.495,1.125,1.69,-0.01,1.72
76.527,0.3125,-0.73,-3.5,-2.29
76.559,359.9375,-0.24,-0.77,1.7
76.591,359.9375,-8.7,-4.01,-4.66
76.623,2.75,-2.66,6.44,7.26
76.655,8.5625,-13.86,-3.53,-6.56
76.687,15.0625,-6.53,-2.27,-2.36
76.719,23.8125,-5.44,-3.32,-5.96
76.751,30.5,-4.39,1.09,0.12
76.783,36.75,-10.66,2.57,1.91
76.815,42.75,-4.28,-1.7,1.06
76.847,49.375,-11.29,-3.4,-3.06
76.899,56.8125,-12.3,3.09,2.5
76.932,72.4375,-12.23,0.36,0
76.964,79.8125,-8.96,-6.6,-10.4
76.996,85.9375,-10.62,4.57,6.68
77.028,92.25,-10.32,0.1,-5.78
77.06,98.625,-5.98,-1.81,1.26
77.092,103.5625,-9.11,-0.6,2.07
77.124,109.125,-8.77,-0.62,1.67
77.156,115.3125,-9.74,-1.36,0.79
77.188,121.6875,-9.73,-1.77,1.4
77.22,128.1875,-7.91,-3.63,-2.43
77.272,140.875,-3.14,8.02,6.1
77.304,146.8125,-4.93,-5.34,-3.27
77.336,153.0625,-9.34,0.34,1.6
77.368,158.9375,-7.57,-4.96,1.65
77.4,164.125,-9.56,-2.66,1.92
77.472,177.5625,-5.91,-2.04,3.27
77.504,182,-3.91,-3.73,-2.29
77.536,186.5625,-1.63,-1.69,4.58
77.568,190.5625,-7.29,-1.75,0.66
77.6,194.25,-8.26,-0.11,3.25
77.632,199.4375,-3.18,-1.88,0.71
77.664,203.5,-5.17,-2.63,1.04
77.696,207.6875,0.08,-2.09,0.34
77.728,211.875,-12.51,-1.59,-0.29
77.759,215.9375,-4.6,-3.06,-0.78
77.812,223.875,-2.94,-0.77,-0.17
77.844,227.5,-2.73,-0.56,-0.8
77.876,230.5625,-1.05,-2.71,2.65
77.908,232.5,2.46,-4.12,-2.62
77.939,233.5,-1.21,-4.46,-3.65
77.971,234.0625,-0.8,-2.77,4.61
78.003,234.25,-0.74,-2.42,3.16
78.035,234.4375,-0.26,-2.35,6.84
78.067,234.5,3.38,-3.21,1.16
78.099,234.3125,1.3,-3.24,-6.86
78.131,234.0625,-1.06,0.01,8.31
78.163,234.0625,-1.08,-2.33,-1.22
78.195,233.875,0.98,-3.3,-5.82
78.227,233.875,0.1,-0.28,5.79
78.259,233.9375,-0.75,-1.1,4
78.291,233.5625,-1.14,-2.3,2.15
78.323,233.6875,-0.06,-2.09,0.16
78.355,233.8125,-0.41,-2.32,1.6
78.387,233.875,0.38,-1.06,-4.32
78.419,234,-0.58,-3.51,1.49
78.451,234.0625,-0.81,-2.32,2.25
78.483,234.125,-0.1,-1.62,0.42
78.515,234.5,0.34,-2.29,-0.23
78.547,234.5625,0.58,-2.31,-1.14
78.579,234.9375,0.78,-1.75,2.74
78.611,235.1875,2.34,-2.88,-4.78
78.663,235.6875,1.23,-2.8,-4.02
78.695,235.625,0.36,-0.61,3.24
78.728,235.5625,0.43,-2.88,-3.04
78.76,235.5,-0.25,-1.31,3.27
78.792,235.5,-0.47,-1.49,3.67
78.824,235.5,0.08,-2.61,3.04
78.856,235.5,1.8,-2.4,-4
78.908,235.5,0.02,-2.71,0.24
78.94,235.1875,10.09,1.36,-0.17
78.972,233.125,7.78,2.18,-0.74
79.004,228,9.77,1.74,-1.37
79.036,223.9375,6.54,0.24,0
79.068,219.9375,8.55,0.61,-0.97
79.1,216.1875,6.06,-0.6,-1.15
79.132,212.4375,8.15,0.02,-1.14
79.184,204.9375,3.81,-1.89,-0.31
79.216,201.25,5.41,-0.26,-2.95
79.248,197.5625,5.93,0,1.79
79.28,193.875,7.1,-0.46,1.24
79.312,190.1875,8.39,0.32,-2.84
79.344,184.375,9.53,0.37,-1.06
79.376,178.25,9.13,3.18,-3.98
79.408,171.375,8.4,3.58,2.54
79.44,164.625,9.51,-0.42,-4.19
79.472,158.125,11.72,-0.67,-4.43
79.544,152.0625,1.76,3.05,5.88
79.576,136.1875,10.04,4.36,4.71
79.608,130.0625,4.85,-0.28,1.32
79.64,124,8.71,-1.14,-7.64
79.672,118,6.19,1.59,-0.72
79.724,112,8.22,3.79,4.62
79.757,100.1875,3.08,1.01,2.77
79.788,95.625,5.49,-1.3,-4.46
79.82,91.625,6.34,-1.35,-0.78
79.852,88.5,5.32,-1.19,-2.14
79.905,85.4375,6.95,0.5,-0.55
79.937,78.9375,2.1,-1.84,1.14
79.969,75.625,3.16,1.64,0.22
80.001,72.4375,5.23,0.25,-3.02
80.033,69.25,1.52,-0.15,-3.37
80.065,64.75,3.15,0.13,2.3
80.097,61.375,2.6,0.24,-1.03
80.129,58.1875,8.07,-1.18,-3.49
80.162,55,9.12,0.12,-1.81
80.194,51.75,4.06,2.86,4.37
80.266,44.1875,-1.32,-1.6,0.8
80.298,42.75,0.64,0.88,5.1
80.33,42.125,-0.4,0.48,-2.16
80.362,41.9375,0.79,-3.17,-5.54
80.394,41.8125,0.17,2.01,6.73
80.426,41.75,0.19,-2.39,-3.18
80.458,41.6875,0.3,-0.17,0.68
80.491,41.625,-1.1,-2.04,-1.38
80.523,41.5625,-0.44,1.09,-3.34
80.554,41.375,-0.93,4.92,-1.9
80.586,41.3125,-2.93,6.73,0.12
80.618,41.375,-1.78,5.67,-2.28
80.651,41.375,-3.48,4.76,-3.31
80.682,41.875,0.57,2.87,0
80.714,43.25,-7.15,5.09,-0.18
80.787,55.3125,-12.05,0.54,-0.84
80.819,61.25,-6.5,-4.52,-1.63
80.851,67.9375,-7.77,0.83,1.36
80.883,75.25,-12.84,2.49,0.52
80.915,83.375,-8.54,-6.38,-0.2
80.967,103,-12.42,2.63,0.91
80.999,113.4375,-9.71,-1.54,-3.08
81.031,123.6875,-2.68,3.77,11.05
81.063,134,-1.47,11.15,10.6
81.095,143.4375,-4.04,-14.92,-1.52
81.127,153.8125,-5.72,-19.12,-0.15
81.16,158.5625,-2.74,-13.89,-0.11
81.192,161.625,-0.35,-18.14,2.22
81.224,160.375,-0.42,-3.89,0.19
81.256,159,-0.27,-2.87,2.86
81.308,157.75,-0.04,-2.83,0.49
81.34,157.625,1.42,-2.41,0.85
81.372,157.5,-0.07,-4.8,2.25
81.404,157.5,-1.49,-3.96,0.32
81.436,157.5,0.24,-4.76,1.21
81.488,157.5,0.61,-4.03,-2.34
81.52,157.5,-0.92,0.3,2.96
81.552,157.375,-0.42,2.53,0.02
81.584,157.25,-0.47,3.52,-0.61
81.616,157.125,-0.95,3.84,-0.69
81.668,156.8125,-0.67,2.77,-1.27
81.7,156.75,-4.25,4.06,-0.97
81.732,157.875,0.17,1.85,1.19
81.764,160.375,-7.24,4.12,-0.74
81.796,164.0625,-5.23,1.26,-4.36
81.869,177.9375,-3.42,-2.52,-2.94
81.901,184.375,-5.75,0.03,2.64
81.933,190.8125,-8.86,-2.52,-2.08
81.965,197.375,-6.4,1.57,3.61
81.997,204.0625,-5.58,-2.79,1.08
82.029,213.6875,-6.68,-4.82,-0.89
82.061,220.875,-7.09,-3.28,-1.83
82.113,233.6875,-6.29,-2.3,-0.81
82.145,241.0625,-9.51,-1.92,-2.39
82.177,248.5,-2.85,-11.24,-1.47
82.209,257.625,-4.53,-8.62,-2.84
82.241,263.0625,-3.33,-4.22,-1.02
82.273,267.5625,-3.72,1.75,0.9
82.306,270.5625,-1.4,0.96,1.53
82.338,273.0625,-1.88,-4.23,1.62
82.37,276.125,-0.27,-3.42,2.97
82.402,278.5625,-5.4,-4.57,-0.31
82.434,280.9375,-7.09,-1.81,0.98
82.466,283.4375,-4.64,-3.01,1.04
82.498,285.9375,-1.98,-2.57,0.67
82.53,289.3125,-2.51,-4.15,-1.06
82.562,292,-1.3,-2.35,0.65
82.594,294.75,2.41,-4.81,-1.14
82.627,297.25,-3.06,0.39,0.2
82.659,300.25,-3.93,-2.2,1.67
82.731,307.9375,-7.34,-2,-1.47
82.763,310.9375,-0.3,-1.2,-0.39
82.795,313.6875,-0.32,2.63,-2.68
82.827,316.875,-3.79,0.37,2.24
82.859,319.75,-1.79,-5.27,-0.67
82.931,327.375,-4.64,-1.51,-3.56
82.963,330.3125,-5.54,2.63,3.06
82.995,333.1875,-7.06,1.68,0.62
83.027,336.0625,-5.78,-1.91,-3.19
83.059,338.875,-5.1,-0.9,-1.02
83.132,346.75,-4.1,0.02,-2.25
83.164,349.8125,5.66,-1.32,-0.62
83.196,352.625,-3.65,3.6,1.41
83.228,355.125,-1.95,-5.38,-2.03
83.26,355.8125,-0.09,2.83,4.72
83.292,354.6875,3.55,-2.18,-1.91
83.324,352.4375,4.77,-0.31,-2.11
83.356,350.5,4.86,-1.17,-2.46
83.388,348.625,6.18,-0.16,2.94
83.42,346.6875,-2.16,-0.55,-1.91
83.452,344.25,2.57,0.64,1.66
83.484,342.375,5.23,-1.68,-3.1
83.516,340.75,3.81,1.4,3.8
83.548,338.625,3.7,0.31,3.8
83.58,336.625,2.66,-0.98,-2.9
83.652,331.4375,4.6,2.2,4.58
83.685,329.5625,2.75,0.85,-2.6
83.717,327.6875,-0.24,0.55,1.2
83.749,325.5,7.49,-0.14,7.04
83.801,323.625,4.98,-0.1,-5.44
83.833,320,3.75,1.06,5.28
83.865,318.125,5.35,-0.12,-5.22
83.897,316.1875,3.65,1.52,4.39
83.929,314.3125,4.38,0.19,5.43
83.962,312,4.13,-2.34,-0.72
83.994,309.9375,5.75,-2.48,-2.1
84.026,308.125,5.32,-0.71,-1.4
84.058,306.125,3.9,-0.58,1.58
84.09,303.9375,1.72,-1.49,-3.77
84.122,301.5,1.54,-0.66,0.74
84.154,299.875,1.99,-1.19,-4.6
84.186,298.0625,-0.12,-0.89,-3.66
84.218,296.0625,2.51,1.08,4.92
84.25,294.1875,-1.51,0.85,-1.46
84.282,292,1.97,-6.4,-6.97
84.314,291.9375,0.58,-1.53,6.81
84.346,292.25,1.01,-3.94,-7.05
84.378,292.5,0.55,-2,-5.22
84.41,292.625,-0.33,-2.59,3.77
84.462,292.625,0.19,-2.4,3.66
84.494,292.5625,0.6,-0.54,-3.18
84.526,292.5,1.25,-0.69,2.61
84.558,292.4375,0.79,-1.51,-3.51
84.59,292.4375,1.15,0.42,4.99
84.623,292.4375,0.97,0.11,3.38
84.655,292.375,1.9,0.03,-2.47
84.687,291.8125,1,-3.38,-0.63
84.719,285.5,3.97,-1.66,-0.56
84.75,278.125,4.82,-2.18,-4.7
84.803,272.0625,9.62,0.49,-4.52
84.835,263.0625,4.54,1.2,4.64
84.867,258.5,8.73,1.89,1.31
84.899,253.4375,10.26,-0.11,-4.6
84.931,248.25,7.03,2.15,3.36
84.964,241.1875,10.32,2.05,4.17
84.996,236.1875,9.91,-1.03,-2.56
85.028,231.3125,7.63,-1.69,-0.79
85.06,226.5625,8.32,0.74,2.14
85.092,221.75,4.04,-0.73,1.34
85.124,215.1875,8.2,-0.24,2.56
85.156,210.375,7.77,-1.25,-0.33
85.189,205.625,8.57,-1.29,-4.46
85.221,200.9375,9.46,3.79,5.27
85.253,196.1875,10.1,-1.02,-6.04
85.285,189.6875,9.98,-2.1,-5.63
85.317,185.3125,7.48,1.64,4.17
85.349,182.3125,0.14,3.72,6.84
85.382,180.75,0.12,-2.03,-5.17
85.414,180.1875,1.41,-3.25,-0.4
85.446,179.9375,-0.56,-3.01,-1.47
85.478,179.875,-0.3,-1.83,1.26
85.51,179.75,-0.57,-1.25,1.37
85.542,179.6875,-1.33,-3.09,0.59
85.575,179.5625,0.75,-1.34,4.43
85.607,179.5,0.35,-2.72,-3.48
85.639,179.8125,0.26,-0.34,4.4
85.671,179.875,-0.95,-2.41,-2.62
85.703,179.8125,-0.39,-2.95,-5.4
85.735,179.875,-0.18,-2.89,-3.65
85.767,179.8125,0.46,-0.29,5.73
85.799,179.875,-1.32,-2.74,-5.39
85.832,179.875,0.71,-0.66,7.34
85.864,179.8125,0.58,-1.87,-3.99
85.936,179.875,-0.81,-3.62,-3.06
85.968,179.9375,-3.76,9.1,4.65
86,179.875,-3.03,4.33,2.45
86.032,179.6875,-1.28,4.81,-2.69
86.064,179.5625,-1.85,5.22,-1.31
86.096,179.5625,1.37,3.29,-2.86
86.128,179.5625,-0.84,-0.06,5.03
86.161,179.75,-1.33,-3.36,4.9
86.193,179.875,-2.02,-2.21,6.4
86.265,179.125,7.05,4.09,3.18
86.297,162.9375,7.98,1.53,0.61
86.329,156.3125,11.78,1.57,-3.91
86.361,149.9375,9.65,-0.06,-3.69
86.393,143.8125,10.6,1.81,1.22
86.465,137.9375,9.09,-0.44,-0.14
86.497,124.25,4.54,1.02,5.18
86.529,119.4375,8.09,1.82,3.69
86.561,114.4375,6.62,2.94,5.84
86.593,109.3125,4.68,1.73,-0.25
86.666,104.25,5.87,-0.9,-1
86.698,91.375,7.36,-2.52,-7.28
86.73,87.125,6.48,-1.33,-4.97
86.762,82.75,8.12,-4.16,-8.39
86.794,78.5625,4.22,-1.43,-3.32
86.826,72.9375,4.17,1.6,2.4
86.858,68.5625,7.18,-0.01,-5.74
86.89,64.25,6.53,-3.31,-7.99
86.922,60.125,7.91,0.62,-3.16
86.954,56,2.54,3.6,5.64
87.006,51.875,4.56,1.24,4.19
87.038,43.625,4.55,10.04,2.59
87.07,39.625,2.64,5.37,-6.16
87.102,36.5625,0.98,6.16,-1.53
87.134,33.875,2.1,5.02,-2.27
87.187,31.25,0.91,5.22,-1.6
87.218,26.625,-0.44,4.52,-2.4
87.25,24.625,2.06,4.26,0.86
87.282,22.75,0.94,4.05,-1.95
87.315,21.0625,1.41,4.41,-0.24
87.367,19.5,0.17,3.52,-0.95
87.399,16.8125,-0.01,3.9,-0.29
87.431,15.75,0.34,3.41,-0.72
87.463,14.75,0.26,2.88,-0.72
87.495,13.625,0.08,2.33,-1.48
87.567,12.8125,-0.52,2.6,-0.56
87.599,11.0625,-0.08,1.98,-0.83
87.631,10.4375,-0.18,2.17,-0.57
87.663,9.875,0,1.75,-0.75
87.695,9.375,0.03,2.09,-0.44
87.727,8.875,0.03,1.56,-0.11
87.76,8.5625,0.08,1.49,-0.26
87.792,8.3125,-0.06,2.02,-0.54
87.824,8.125,0.02,1.35,-0.66
87.856,8,0.08,1.42,-0.24
87.908,7.875,0.14,0.68,-0.59
87.94,7.75,0.11,0.67,-0.49
87.972,7.75,0.12,0.3,-0.44
88.004,7.75,0.15,0.04,-0.35
88.036,7.75,0.13,0,-0.39
88.088,7.75,0.15,0,-0.37
88.12,7.375,0.14,0.02,-0.4
88.152,7.375,0.15,0,-0.4
88.185,7,0.12,0,-0.39
88.217,7,0.14,-0.01,-0.36
88.249,6.75,0.15,0.02,-0.37
88.281,6.5,0.12,0.01,-0.4
88.313,6.5,0.13,0,-0.35
88.345,6.1875,0.13,0,-0.4
88.377,5.9375,0.14,0,-0.38
88.449,5.6875,0.13,0,-0.37
88.481,5.5,0.12,0,-0.4
88.513,5.5,0.11,0,-0.38
88.545,5.4375,0.11,0.01,-0.37
88.577,5.3125,0.11,0,-0.37
88.629,5.1875,0.12,0,-0.39
88.661,5.1875,0.12,0,-0.38
88.693,5.125,0.08,0,-0.4
88.725,5.0625,0.1,0,-0.36
88.757,5.0625,0.1,0,-0.41
88.829,5,0.11,-0.01,-0.4
88.861,4.8125,0.1,-0.01,-0.4
88.893,4.5625,0.11,-0.01,-0.38
88.925,4.3125,0.09,-0.02,-0.39
88.957,4.3125,0.11,0,-0.4
89.009,4.25,0.09,0,-0.37
89.041,4.125,0.09,0,-0.35
89.073,4.125,0.08,0,-0.37
89.105,4.125,0.08,-0.02,-0.37
89.137,4.0625,0.08,-0.03,-0.38
89.169,4.0625,0.09,-0.01,-0.4
89.201,4.0625,0.12,0,-0.41
89.233,4,0.05,-0.01,-0.39
89.265,4,0.04,0,-0.37
89.297,4,0.1,0,-0.38
89.329,3.875,0.08,0.01,-0.38
89.402,3.875,0.05,0,-0.33
89.434,3.6875,0.12,0.01,-0.37
89.466,3.6875,0.09,-0.02,-0.38
89.498,3.5625,0.11,-0.02,-0.39
89.53,3.5625,0.09,0,-0.41
89.562,3.5625,0.12,0,-0.38
89.594,3.4375,0.07,0.01,-0.39
89.626,3.375,0.13,0,-0.39
89.658,3.375,0.1,0,-0.37
89.69,3.375,0.07,-0.01,-0.38
89.742,3.25,0.1,-0.01,-0.39
89.774,3.1875,0.1,0,-0.35
89.807,3.1875,0.08,0,-0.4
89.839,3.1875,0.08,0,-0.39
89.891,3.1875,0.13,0.01,-0.39
89.923,3.125,0.08,-0.01,-0.34
89.955,3.125,0.09,0.01,-0.37
89.987,3.0625,0.09,0,-0.39
90.019,3.0625,0.07,-0.01,-0.37
90.071,2.875,0.09,0,-0.36
90.103,2.875,0.08,0,-0.36
